id(時間割コード),classId(何かに使うかもしれない通し番号),name,teacher,credit,style,url,termperiod
33G15,20210892,３年セミナー,Sookyeong Hong,3,ハイブリッド,Coming Soon…,T1Wed3/T3Wed3/T4Wed3
33G16,20210893,言語教育方法論 A,小西　正恵,3,オンライン,Coming Soon…,T1Wed3/T3Wed3/T4Wed3
33G17,20210894,MI４年セミナー,丸山　淳子,3,ハイブリッド,Coming Soon…,T1Wed3/T3Wed3/T4Wed3
33G18,20210895,英語科指導法 I,小西　正恵,3,オンライン,Coming Soon…,T1Wed3/T3Wed3/T4Wed3
33G20,20210896,スペイン語 IV,中井　博康,3,オンライン,Coming Soon…,T1Wed3/T3Wed3/T4Wed3
33N01,20210897,国際関係概論(3),網谷　龍介,1,オンライン(未確定),Coming Soon…,T3Wed3
33N02,20210898,ヒューマン・セクソロジー(3),木村　朗子,1,オンライン(未確定),Coming Soon…,T3Wed3
33N03,20210899,スペイン語 IV (3),中井　博康,1,オンライン(未確定),Coming Soon…,T3Wed3
33N04,20210900,交換留学生のための日本語 II (上級読解)(3),塩谷　由美子,1,オンライン(未確定),Coming Soon…,T3Wed3
33N05,20210901,余暇教育(フィットネスと健康),シン　イェンリン,0.5,オンライン(未確定),Coming Soon…,T3Wed3
33N06,20210902,国際社会学(3),木村　真希子,1,オンライン(未確定),Coming Soon…,T3Wed3
33N07,20210903,東南アジア研究(島嶼部)(3),光成　歩,1,オンライン(未確定),Coming Soon…,T3Wed3
33N08,20210904,情報社会論(3),柴田　邦臣,1,オンライン(未確定),Coming Soon…,T3Wed3
33N09,20210905,政治思想史(3),葛西　弘隆,1,オンライン(未確定),Coming Soon…,T3Wed3
33N10,20210906,確率統計入門(3),三上　敏夫,1,オンライン(未確定),Coming Soon…,T3Wed3
33N11,20210907,コンピュータリテラシー b,前田　留美,1,オンライン(未確定),Coming Soon…,T3Wed3
33N12,20210908,数式図形画像処理入門,井上　歩,1,オンライン(未確定),Coming Soon…,T3Wed3
33N13,20210909,国際関係史(3),吉岡　潤,1,オンライン(未確定),Coming Soon…,T3Wed3
33N14,20210910,南アジア研究(3),三瀬　利之,1,オンライン(未確定),Coming Soon…,T3Wed3
33N15,20210911,３年セミナー (3),八塚　春名,1,オンライン(未確定),Coming Soon…,T3Wed3
33N16,20210912,地域研究入門(3),三澤　健宏,1,オンライン(未確定),Coming Soon…,T3Wed3
33N17,20210913,通訳入門 b,和田　一美,1,オンライン(未確定),Coming Soon…,T3Wed3
33R01,20210914,国際関係概論(4),網谷　龍介・井上　則子・葛西　弘隆・松嵜　英也・南　諭子・森　悠子・下谷内　奈緒・武田　万里子,1,オンライン(未確定),Coming Soon…,T4Wed3
33R02,20210915,ヒューマン・セクソロジー(4),木村　朗子,1,オンライン(未確定),Coming Soon…,T4Wed3
33R03,20210916,スペイン語 IV (4),中井　博康,1,オンライン(未確定),Coming Soon…,T4Wed3
33R04,20210917,交換留学生のための日本語 II (上級読解)(4),塩谷　由美子,1,オンライン(未確定),Coming Soon…,T4Wed3
33R05,20210918,余暇教育(フィットネスと健康),シン　イェンリン,0.5,オンライン(未確定),Coming Soon…,T4Wed3
33R06,20210919,国際社会学(4),木村　真希子,1,オンライン(未確定),Coming Soon…,T4Wed3
33R07,20210920,東南アジア研究(島嶼部)(4),光成　歩,1,オンライン(未確定),Coming Soon…,T4Wed3
33R08,20210921,政治思想史(4),葛西　弘隆,1,オンライン(未確定),Coming Soon…,T4Wed3
33R09,20210922,確率統計入門(4),三上　敏夫,1,オンライン(未確定),Coming Soon…,T4Wed3
33R10,20210923,３年セミナー,青柳　龍也,1,オンライン(未確定),Coming Soon…,T4Wed3
33R11,20210924,３年セミナー,稲葉　利江子,1,オンライン(未確定),Coming Soon…,T4Wed3
33R12,20210925,３年セミナー,来住　伸子,1,オンライン(未確定),Coming Soon…,T4Wed3
33R13,20210926,３年セミナー,栗原　一貴,1,オンライン(未確定),Coming Soon…,T4Wed3
33R14,20210927,３年セミナー,中野　美由紀,1,オンライン(未確定),Coming Soon…,T4Wed3
33R15,20210928,３年セミナー,新田　善久,1,オンライン(未確定),Coming Soon…,T4Wed3
33R16,20210929,３年セミナー,貞廣　泰造,1,オンライン(未確定),Coming Soon…,T4Wed3
33R17,20210930,３年セミナー,杉村　大輔,1,オンライン(未確定),Coming Soon…,T4Wed3
33R18,20210931,ネットワーク概論,村山　優子,1,オンライン(未確定),Coming Soon…,T4Wed3
33R19,20210932,国際関係史(4),吉岡　潤,1,オンライン(未確定),Coming Soon…,T4Wed3
33R20,20210933,南アジア研究(4),三瀬　利之,1,オンライン(未確定),Coming Soon…,T4Wed3
33R21,20210934,３年セミナー (4),八塚　春名,1,オンライン(未確定),Coming Soon…,T4Wed3
33R22,20210935,地域研究入門(4),川端　浩平・木村　真希子・木村　朗子・丸山　淳子・松山　章子・三澤　健宏・八塚　春名,1,オンライン(未確定),Coming Soon…,T4Wed3
33R23,20210936,通訳入門 c,和田　一美,1,オンライン(未確定),Coming Soon…,T4Wed3
34A01,20210937,情報処理I a,前田　留美,1,オンライン,Coming Soon…,T1Wed4
34A02,20210938,ロシア語 IV (1),南平　かおり,1,オンライン,Coming Soon…,T1Wed4
34A03,20210939,スペイン語 III (演習) (1),Prieto Munoz Beatriz,1,オンライン,Coming Soon…,T1Wed4
34A04,20210940,日本語指導 Ab (1),西部　由佳,1,オンライン,Coming Soon…,T1Wed4
34A05,20210941,余暇教育(フィットネスと健康),シン　イェンリン,0.5,オンライン,Coming Soon…,T1Wed4
34A06,20210942,言語政策,斎藤　敬太,1,オンライン,Coming Soon…,T1Wed4
34A07,20210943,多文化社会とフィールドワーク(1),寺本　めぐ美,1,オンライン,Coming Soon…,T1Wed4
34A08,20210944,プログラミング基礎講座 a,大塚　亜未,1,オンライン,Coming Soon…,T1Wed4
34G01,20210945,物質と生命現象,岩崎　容子,3,オンライン,Coming Soon…,T1Wed4/T3Wed4/T4Wed4
34G02,20210946,Composition I (数),小西　正恵,3,オンライン,Coming Soon…,T1Wed4/T3Wed4/T4Wed4
34G03,20210947,Composition I (数),荒木　和美,3,オンライン,Coming Soon…,T1Wed4/T3Wed4/T4Wed4
34G04,20210948,Composition I (数),井原　浩子,3,オンライン,Coming Soon…,T1Wed4/T3Wed4/T4Wed4
34G05,20210949,フランス語 I (演習) c (英),野村　訓子,3,オンライン,Coming Soon…,T1Wed4/T3Wed4/T4Wed4
34G06,20210950,フランス語 I (演習) d (国・多),中村　敦子,3,オンライン,Coming Soon…,T1Wed4/T3Wed4/T4Wed4
34G07,20210951,中国語 I (文法) F (国・多),橋本　恭子,3,オンライン,Coming Soon…,T1Wed4/T3Wed4/T4Wed4
34G08,20210952,中国語 I (演習) d (英),李　洵,3,オンライン,Coming Soon…,T1Wed4/T3Wed4/T4Wed4
34G09,20210953,中国語 I (演習) h (国・多),張　玉萍,3,オンライン,Coming Soon…,T1Wed4/T3Wed4/T4Wed4
34G10,20210954,中国語 II (講読) H (国・多),山口　早苗,3,オンライン,Coming Soon…,T1Wed4/T3Wed4/T4Wed4
34G11,20210955,スペイン語 II (演習) g (国・多),Salome Gonzalez Portela / 未定,3,オンライン,Coming Soon…,T1Wed4/T3Wed4/T4Wed4
34G12,20210956,韓国・朝鮮語 II (講読) D (国・多),金　愛慶,3,オンライン,Coming Soon…,T1Wed4/T3Wed4/T4Wed4
34G13,20210957,Bible Studies,Matthew Michael Hanley,3,オンライン,Coming Soon…,T1Wed4/T3Wed4/T4Wed4
34G14,20210958,ロシア語 IV,南平　かおり,3,オンライン,Coming Soon…,T1Wed4/T3Wed4/T4Wed4
34G15,20210959,スペイン語 III (演習),Prieto Munoz Beatriz,3,オンライン,Coming Soon…,T1Wed4/T3Wed4/T4Wed4
34N01,20210960,情報処理I a,前田　留美,1,オンライン(未確定),Coming Soon…,T3Wed4
34N02,20210961,女性とメンタルヘルス,藤井　光恵,1,オンライン(未確定),Coming Soon…,T3Wed4
34N03,20210962,ロシア語 IV (3),南平　かおり,1,オンライン(未確定),Coming Soon…,T3Wed4
34N04,20210963,スペイン語 III (演習) (3),Prieto Munoz Beatriz,1,オンライン(未確定),Coming Soon…,T3Wed4
34N05,20210964,日本語指導 Ab (3),西部　由佳,1,オンライン(未確定),Coming Soon…,T3Wed4
34N06,20210965,余暇教育(フィットネスと健康),シン　イェンリン,0.5,オンライン(未確定),Coming Soon…,T3Wed4
34N07,20210966,知的財産概論,菅野　政孝,1,オンライン(未確定),Coming Soon…,T3Wed4
34N08,20210967,ネット時代の広告とマーケティング論,小野　晃典,1,オンライン(未確定),Coming Soon…,T3Wed4
34N09,20210968,多文化社会とフィールドワーク(3),寺本　めぐ美,1,オンライン(未確定),Coming Soon…,T3Wed4
34N10,20210969,教育実習指導,高垣　マユミ・牛島　順子・渡邊　あや,1,オンライン(未確定),Coming Soon…,T3Wed4
34P01,20210970,数学特論 XF,吉川　祥,2,オンライン(未確定),Coming Soon…,T3Wed4/T4Wed4
34R01,20210971,情報処理I b,前田　留美,1,オンライン(未確定),Coming Soon…,T4Wed4
34R02,20210972,ロシア語 IV (4),南平　かおり,1,オンライン(未確定),Coming Soon…,T4Wed4
34R03,20210973,スペイン語 III (演習) (4),Prieto Munoz Beatriz,1,オンライン(未確定),Coming Soon…,T4Wed4
34R04,20210974,日本語指導 Ab (4),西部　由佳,1,オンライン(未確定),Coming Soon…,T4Wed4
34R05,20210975,余暇教育(フィットネスと健康),シン　イェンリン,0.5,オンライン(未確定),Coming Soon…,T4Wed4
34R06,20210976,マルチリンガリズム,斎藤　敬太,1,オンライン(未確定),Coming Soon…,T4Wed4
34R07,20210977,コンテンツビジネス論,小野　晃典,1,オンライン(未確定),Coming Soon…,T4Wed4
34R08,20210978,多文化社会とフィールドワーク(4),寺本　めぐ美,1,オンライン(未確定),Coming Soon…,T4Wed4
41A01,20210979,Extensive Reading I (国・多),安澤　梨花,1,オンライン,Coming Soon…,T1Thu1
41A02,20210980,Intensive Reading I a (国・多),岩田　有美子,1,オンライン,Coming Soon…,T1Thu1
41A03,20210981,Intensive Reading I a (国・多),上神　弥生,1,オンライン,Coming Soon…,T1Thu1
41A04,20210982,韓国・朝鮮語 IV (1),金　愛慶,1,オンライン,Coming Soon…,T1Thu1
41A05,20210983,動きの教育,針ヶ谷　雅子,1,オンライン,Coming Soon…,T1Thu1
41A06,20210984,English III (Lecture)(1),Chris Burgess,1,オンライン,Coming Soon…,T1Thu1
41A07,20210985,オーストラリア研究(1),Chris Burgess,1,オンライン,Coming Soon…,T1Thu1
41A08,20210986,日本研究(沖縄研究)(1),水谷　明子,1,オンライン,Coming Soon…,T1Thu1
41A09,20210987,国際協力論(1),八塚　春名,1,オンライン,Coming Soon…,T1Thu1
41A10,20210988,情報社会論(1),大野　はな恵,1,オンライン,Coming Soon…,T1Thu1
41A11,20210989,人文地理学(1),星川　真樹,1,オンライン,Coming Soon…,T1Thu1
41A12,20210990,自然地理学(1),仁科　淳司,1,オンライン,Coming Soon…,T1Thu1
41A13,20210991,暗号理論,岸本　渡,1,オンライン,Coming Soon…,T1Thu1
41A14,20210992,情報科学英語 a,Joseph D. Harvath,1,オンライン,Coming Soon…,T1Thu1
41A15,20210993,教育相談の理論と方法,前田　基成,2,オンライン,Coming Soon…,T1Thu1/T1Thu2
41A16,20210994,先住民論,木村　真希子,1,オンライン,Coming Soon…,T1Thu1
41A19,20210995,交換留学生のための日本語 I (読解・作文)(1),八木　公子,1,オンライン,Coming Soon…,T1Thu1
41G01,20210996,Reading Skills I (数),梁瀬　千起,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G02,20210997,Reading Skills I (数),佐藤　亜希子,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G03,20210998,Oral English I (国・多),Steven P. Engler,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G04,20210999,Oral English I (国・多),Bernard Francis Wilson,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G05,20211000,Oral English I (国・多),Charles D. Hubenthal,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G06,20211001,Oral English I (国・多),Carolyn Morikawa,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G07,20211002,Composition I (国・多),川島　るり子,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G08,20211003,Composition I (国・多),古谷　孝子,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G09,20211004,Composition I (国・多),白土　厚子,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G10,20211005,Pronunciation I (国・多),稲垣　善律 / 佐賀　裕実,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G11,20211006,Pronunciation I (国・多),奥野　晶子,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G12,20211007,Pronunciation I (国・多),熊野　真理,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G13,20211008,CS Speaking and Listening II,Virginia A. Jenkins,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G14,20211009,CS Speaking and Listening II,Terry Keith Fieldsend,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G15,20211010,CS Speaking and Listening II,Betsy Longacre Terada,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G16,20211011,フランス語 II (講読) E (国・多),安川　孝,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G17,20211012,スペイン語 II (演習) e (国・多),Ines Planas Navarro,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G18,20211013,韓国・朝鮮語 II (演習) e (国・多),丁　元泰,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G19,20211014,英語学概論,小野　創,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G20,20211015,音声学,山内　智恵子,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G21,20211016,３年セミナー,辻上　奈美江 / 徳永　佳晃,3,ハイブリッド,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G22,20211017,言語教育方法論 A,奥脇　奈津美,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G23,20211018,英語科指導法 I,奥脇　奈津美,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G24,20211019,数学科指導法 I,武沢　護,3,ハイブリッド,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G25,20211020,コンピュータシミュレーション,平田　大介,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G26,20211021,韓国・朝鮮語 IV,金　愛慶,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41G27,20211022,日本語 I (読解・作文),八木　公子,3,オンライン,Coming Soon…,T1Thu1/T3Thu1/T4Thu1
41N01,20211023,Extensive Reading I (国・多),上神　弥生,1,オンライン(未確定),Coming Soon…,T3Thu1
41N02,20211024,Extensive Reading I (国・多),安澤　梨花,1,オンライン(未確定),Coming Soon…,T3Thu1
41N03,20211025,Intensive Reading I a (国・多),岩田　有美子,1,オンライン(未確定),Coming Soon…,T3Thu1
41N04,20211026,韓国・朝鮮語 IV (3),金　愛慶,1,オンライン(未確定),Coming Soon…,T3Thu1
41N05,20211027,英語英文学科での学び,阿部　曜子・Joshua Brook Antle・Elizabeth I. Dow・古川　敦子・Alexandra Hambleton・早川　敦子・星野　徳子・井川　壽子・池野　みさお・大類　久恵・吉田　真理子,1,オンライン(未確定),Coming Soon…,T3Thu1
41N06,20211028,English III (Lecture)(3),Chris Burgess,1,オンライン(未確定),Coming Soon…,T3Thu1
41N07,20211029,オーストラリア研究(3),Chris Burgess,1,オンライン(未確定),Coming Soon…,T3Thu1
41N08,20211030,日本研究(沖縄研究)(3),水谷　明子,1,オンライン(未確定),Coming Soon…,T3Thu1
41N09,20211031,国際協力論(3),八塚　春名,1,オンライン(未確定),Coming Soon…,T3Thu1
41N10,20211032,人文地理学(3),星川　真樹,1,オンライン(未確定),Coming Soon…,T3Thu1
41N11,20211033,自然地理学(3),仁科　淳司,1,オンライン(未確定),Coming Soon…,T3Thu1
41N12,20211034,情報科学英語 b,Joseph D. Harvath,1,オンライン(未確定),Coming Soon…,T3Thu1
41N17,20211035,交換留学生のための日本語 I (読解・作文)(3),八木　公子,1,オンライン(未確定),Coming Soon…,T3Thu1
41P01,20211036,教育相談の理論と方法,前田　基成,2,オンライン(未確定),Coming Soon…,T3Thu1/T4Thu1
41R01,20211037,Intensive Reading I b (国・多),上神　弥生,1,オンライン(未確定),Coming Soon…,T4Thu1
41R02,20211038,Intensive Reading I b (国・多),岩田　有美子,1,オンライン(未確定),Coming Soon…,T4Thu1
41R03,20211039,Intensive Reading I b (国・多),安澤　梨花,1,オンライン(未確定),Coming Soon…,T4Thu1
41R04,20211040,韓国・朝鮮語 IV (4),金　愛慶,1,オンライン(未確定),Coming Soon…,T4Thu1
41R05,20211041,動きの教育,針ヶ谷　雅子,1,オンライン(未確定),Coming Soon…,T4Thu1
41R06,20211042,English III (Lecture)(4),Chris Burgess,1,オンライン(未確定),Coming Soon…,T4Thu1
41R07,20211043,オーストラリア研究(4),Chris Burgess,1,オンライン(未確定),Coming Soon…,T4Thu1
41R08,20211044,日本研究(沖縄研究)(4),水谷　明子,1,オンライン(未確定),Coming Soon…,T4Thu1
41R09,20211045,国際協力論(4),八塚　春名,1,オンライン(未確定),Coming Soon…,T4Thu1
41R10,20211046,人文地理学(4),星川　真樹,1,オンライン(未確定),Coming Soon…,T4Thu1
41R11,20211047,自然地理学(4),仁科　淳司,1,オンライン(未確定),Coming Soon…,T4Thu1
41R12,20211048,情報科学英語 c,Joseph D. Harvath,1,オンライン(未確定),Coming Soon…,T4Thu1
41R13,20211049,イギリス研究特殊講義 b,雲島　知恵,1,オンライン(未確定),Coming Soon…,T4Thu1
41R14,20211050,市民社会と健康,松崎　良美,1,オンライン(未確定),Coming Soon…,T4Thu1
41R15,20211051,交換留学生のための日本語 I (読解・作文)(4),八木　公子,1,オンライン(未確定),Coming Soon…,T4Thu1
42A01,20211052,文化人類学 (1),丸山　淳子,1,オンライン,Coming Soon…,T1Thu2
42A02,20211053,Extensive Reading I (英),川島　るり子,1,オンライン,Coming Soon…,T1Thu2
42A03,20211054,Intensive Reading I a (英),奥野　晶子,1,オンライン,Coming Soon…,T1Thu2
42A04,20211055,Intensive Reading I a (英),高橋　百合子,1,オンライン,Coming Soon…,T1Thu2
42A05,20211056,中国語 III (演習) (1),呉　志剛,1,オンライン,Coming Soon…,T1Thu2
42A06,20211057,韓国・朝鮮語 III (講読) (1),丁　元泰,1,オンライン,Coming Soon…,T1Thu2
42A08,20211058,余暇教育(レク活動とグループワーク),針ヶ谷　雅子,0.5,ハイブリッド,Coming Soon…,T1Thu2
42A09,20211059,ウェルネス研究(女性の健康とキャリア),大庭　さよ,1,オンライン,Coming Soon…,T1Thu2
42A10,20211060,地域研究序説(1),多賀　吉隆,1,オンライン,Coming Soon…,T1Thu2
42A11,20211061,国際政治論(1),朴　正鎮,1,オンライン,Coming Soon…,T1Thu2
42A12,20211062,国際金融論(1),澤木　久之,1,オンライン,Coming Soon…,T1Thu2
42A13,20211063,アメリカ政治(1),西川　賢,1,オンライン,Coming Soon…,T1Thu2
42A14,20211064,地誌(1),星川　真樹,1,オンライン,Coming Soon…,T1Thu2
42A15,20211065,ビジネスコミュニケーション,稲葉　利江子,1,オンライン,Coming Soon…,T1Thu2
42A16,20211066,数理モデル(演習付),貞廣　泰造,2,オンライン,Coming Soon…,T1Thu2/T1Thu3
42A17,20211067,社会調査法入門(1),松崎　良美,1,オンライン,Coming Soon…,T1Thu2
42A18,20211068,国際日本文化論(1),Sookyeong Hong,1,オンライン,Coming Soon…,T1Thu2
42G01,20211069,Oral English I (英),Virginia A. Jenkins,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G02,20211070,Oral English I (英),John William Cheng,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G03,20211071,Oral English I (英),Carolyn Morikawa,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G04,20211072,Composition I (英),上神　弥生,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G05,20211073,Composition I (英),中根　友里恵,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G06,20211074,Composition I (英),佐藤　陽介,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G07,20211075,Composition I (情),梁瀬　千起,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G08,20211076,Composition I (情),佐藤　亜希子,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G09,20211077,Composition I (情),山内　智恵子,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G10,20211078,Pronunciation I (英),岩田　有美子,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G11,20211079,Pronunciation I (英),佐賀　裕実,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G12,20211080,MI Oral English II,Steven P. Engler,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G13,20211081,MI Oral English II,Charles D. Hubenthal,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G14,20211082,MI Oral English II,Betsy Longacre Terada,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G15,20211083,MI Oral English II,Bernard Francis Wilson,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G16,20211084,フランス語 II (演習) c (英),安川　孝,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G17,20211085,中国語 II (講読) F (国・多),橋本　幸枝,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G18,20211086,韓国・朝鮮語 II (講読) C (英),金　愛慶,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G20,20211087,Literary Reading II,村越　麻子,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G21,20211088,Academic Listening II,Jonathan D. Picken,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G22,20211089,Grammar II (英),古谷　孝子,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G23,20211090,４年セミナー,米須　初美,3,ハイブリッド,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G24,20211091,４年セミナー,中西　雅之,3,ハイブリッド,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G25,20211092,音声学,小川　直樹,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G26,20211093,日本語教授法演習,古川　敦子,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G27,20211094,３年セミナー,武田　万里子,3,ハイブリッド,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G28,20211095,４年セミナー,新本　史斉,3,ハイブリッド,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G29,20211096,４年セミナー,辻上　奈美江 / 徳永　佳晃,3,ハイブリッド,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G30,20211097,４年セミナー / プロジェクト,新田　善久,5,ハイブリッド,Coming Soon…,T1Thu2/T3Thu2/T3Tue5/T4Thu2/T4Tue5
42G31,20211098,英語科指導法 II,熊野　真理,3,ハイブリッド,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G32,20211099,解析学基礎 I (演習付),礒田　恵以子・菊池　弘明,6,ハイブリッド,Coming Soon…,T1Tue3/T3Tue3/T4Tue3/T1Thu2/T3Thu2/T4Thu2
42G33,20211100,１年基礎セミナー,川端　浩平,3,ハイブリッド,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G34,20211101,１年基礎セミナー,木村　朗子,3,ハイブリッド,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G35,20211102,１年基礎セミナー,八塚　春名,3,ハイブリッド,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G36,20211103,中国語 III (演習),呉　志剛,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42G37,20211104,韓国・朝鮮語 III (講読),丁　元泰,3,オンライン,Coming Soon…,T1Thu2/T3Thu2/T4Thu2
42N01,20211105,文化人類学 (3),丸山　淳子,1,オンライン(未確定),Coming Soon…,T3Thu2
42N02,20211106,Extensive Reading I (英),川島　るり子,1,オンライン(未確定),Coming Soon…,T3Thu2
42N03,20211107,Extensive Reading I (英),奥野　晶子,1,オンライン(未確定),Coming Soon…,T3Thu2
42N04,20211108,Intensive Reading I a (英),高橋　百合子,1,オンライン(未確定),Coming Soon…,T3Thu2
42N05,20211109,中国語 III (演習) (3),呉　志剛,1,オンライン(未確定),Coming Soon…,T3Thu2
42N06,20211110,韓国・朝鮮語 III (講読) (3),丁　元泰,1,オンライン(未確定),Coming Soon…,T3Thu2
42N08,20211111,地域研究序説(3),Chris Burgess・市川　裕史・小島　敬裕・光成　歩・中井　博康・岡本　真希子・多賀　吉隆・吉岡　潤,1,オンライン(未確定),Coming Soon…,T3Thu2
42N09,20211112,国際政治論(3),朴　正鎮,1,オンライン(未確定),Coming Soon…,T3Thu2
42N10,20211113,国際金融論(3),澤木　久之,1,オンライン(未確定),Coming Soon…,T3Thu2
42N11,20211114,アメリカ政治(3),西川　賢,1,オンライン(未確定),Coming Soon…,T3Thu2
42N12,20211115,地誌(3),星川　真樹,1,オンライン(未確定),Coming Soon…,T3Thu2
42N13,20211116,デジタルメディア概論,杉村　大輔,1,オンライン(未確定),Coming Soon…,T3Thu2
42N14,20211117,社会調査法入門(3),松崎　良美,1,オンライン(未確定),Coming Soon…,T3Thu2
42N15,20211118,国際日本文化論(3),Sookyeong Hong,1,オンライン(未確定),Coming Soon…,T3Thu2
42P01,20211119,数学特論 XB,津田　照久,2,オンライン(未確定),Coming Soon…,T3Thu2/T4Thu2
42R01,20211120,文化人類学 (4),丸山　淳子,1,オンライン(未確定),Coming Soon…,T4Thu2
42R02,20211121,Intensive Reading I b (英),川島　るり子,1,オンライン(未確定),Coming Soon…,T4Thu2
42R03,20211122,Intensive Reading I b (英),奥野　晶子,1,オンライン(未確定),Coming Soon…,T4Thu2
42R04,20211123,Intensive Reading I b (英),高橋　百合子,1,オンライン(未確定),Coming Soon…,T4Thu2
42R05,20211124,中国語 III (演習) (4),呉　志剛,1,オンライン(未確定),Coming Soon…,T4Thu2
42R06,20211125,韓国・朝鮮語 III (講読) (4),丁　元泰,1,オンライン(未確定),Coming Soon…,T4Thu2
42R08,20211126,余暇教育(レク活動とグループワーク),針ヶ谷　雅子,0.5,オンライン(未確定),Coming Soon…,T4Thu2
42R09,20211127,ウェルネス研究(女性の健康とキャリア),大庭　さよ,1,オンライン(未確定),Coming Soon…,T4Thu2
42R10,20211128,文化研究序説,市川　裕史,1,オンライン(未確定),Coming Soon…,T4Thu2
42R11,20211129,国際政治論(4),朴　正鎮,1,オンライン(未確定),Coming Soon…,T4Thu2
42R12,20211130,国際金融論(4),澤木　久之,1,オンライン(未確定),Coming Soon…,T4Thu2
42R13,20211131,アメリカ政治(4),西川　賢,1,オンライン(未確定),Coming Soon…,T4Thu2
42R14,20211132,ヨーロッパ政治(4),池田　和希,1,オンライン(未確定),Coming Soon…,T4Thu2
42R15,20211133,地誌(4),星川　真樹,1,オンライン(未確定),Coming Soon…,T4Thu2
42R16,20211134,Webテクノロジー b,来住　伸子,1,オンライン(未確定),Coming Soon…,T4Thu2
